corp_ceref,corp_name,ro_ceref,ro_full_name,ro_name_chi,ro_ra_types
AAD941,SG Securities (HK) Limited,AVD354,PHELPS Jacob Thomas,,"1,2"
AAD941,SG Securities (HK) Limited,BTR694,POIDATZ Ludovic Didier Jacques,,"1,2"
AAD941,SG Securities (HK) Limited,AJG585,POUPARD Baptiste Marie Herve,,"1,2"
AAD941,SG Securities (HK) Limited,AUZ511,"RENOUX Olivier, Leonce, Felix",,"1,2"
AAD941,SG Securities (HK) Limited,AWD111,SABOT Florent Roland Christian,,"1,2"
AAD941,SG Securities (HK) Limited,AYO959,SEETO Dereke Charles Wing On,,"1,2"
AAD941,SG Securities (HK) Limited,BCV361,SERJEANT Daniel Luke,,"1,2"
AAD941,SG Securities (HK) Limited,ANX921,SHAHA Sourabh Sharashchandra,,"1,2"
AAD941,SG Securities (HK) Limited,BRP438,STIFF Gavin Daniel Bradford,,"1,2"
AAD941,SG Securities (HK) Limited,BUO467,TERZOLO Riccardo,,"1,2"
AAD941,SG Securities (HK) Limited,BJV305,YAO Wei,姚煒,"4,5"
AAD941,SG Securities (HK) Limited,AQP872,YOON Jung Jin,,"1,4"
AAF212,Standard Chartered Securities (Hong Kong) Limited,ANQ119,CHOE Steven Kent,,"2,5"
AAF212,Standard Chartered Securities (Hong Kong) Limited,APO467,FENG Siguo,馮思果,"1,4"
AAF212,Standard Chartered Securities (Hong Kong) Limited,BIX020,"THANG Kai Chi, John",曾繼志,"1,2,4,5"
AAF420,Shenwan Hongyuan Futures (H.K.) Limited,AQD598,AU YEUNG Man,歐陽敏,2
AAF420,Shenwan Hongyuan Futures (H.K.) Limited,ARM926,CHENG Hoi Wa,鄭凱華,2
AAF420,Shenwan Hongyuan Futures (H.K.) Limited,AQC312,LAI King Wai,黎景威,2
AAF420,Shenwan Hongyuan Futures (H.K.) Limited,BIN429,LIANG Jun,梁鈞,2
AAF420,Shenwan Hongyuan Futures (H.K.) Limited,BCN936,SUN Haoru,孫浩如,2
AAF640,South China Commodities Limited,AAA815,CHEUNG Choi Ngor,張賽娥,2
AAF640,South China Commodities Limited,BHX544,CHIU Chun Lung,趙駿龍,2
AAF640,South China Commodities Limited,AAA747,"WONG Ding Pong, Allan",黃定邦,2
AAF969,Solid King Securities Limited,AAF947,"LEE Wai Choi, Albert",李偉才,1
AAF969,Solid King Securities Limited,AAF949,LI Leung Wa,李良華,1
AAI195,Sinolink Securities (Hong Kong) Company Limited,ANN524,CHEN Tung Hsiung,陳東雄,"1,2"
AAI195,Sinolink Securities (Hong Kong) Company Limited,ARU545,CHEN Wei,陳煒,6
AAI195,Sinolink Securities (Hong Kong) Company Limited,AHC103,"CHENG Kai Man, Raymond",鄭啟民,"1,2"
AAI195,Sinolink Securities (Hong Kong) Company Limited,BWH304,CHENG Yilei,程奕蕾,1
AAI195,Sinolink Securities (Hong Kong) Company Limited,AAB525,CHEUNG Pang To,張鵬圖,"1,2,4,9"
AAI195,Sinolink Securities (Hong Kong) Company Limited,BRK700,HUANG Ruilong,黃瑞龍,1
AAI195,Sinolink Securities (Hong Kong) Company Limited,BVL578,JIN Wei,金炜,6
AAI195,Sinolink Securities (Hong Kong) Company Limited,ABY003,"LEUNG Sin Hong, Eric",梁善康,"1,2"
AAI195,Sinolink Securities (Hong Kong) Company Limited,AQR105,LU Yi,陸奕,6
AAI195,Sinolink Securities (Hong Kong) Company Limited,APK242,SHEN Yue,沈越,6
AAI195,Sinolink Securities (Hong Kong) Company Limited,BFJ288,SUN Mengqian,孫夢倩,9
AAI195,Sinolink Securities (Hong Kong) Company Limited,BHD621,TAN Jun,譚軍,"1,6"
AAI195,Sinolink Securities (Hong Kong) Company Limited,BVC051,TAN Sichen,谭思晨,1
AAI195,Sinolink Securities (Hong Kong) Company Limited,AHM284,TONG Yim,唐焱,"4,9"
AAI195,Sinolink Securities (Hong Kong) Company Limited,AFV257,WONG Kit,黃杰,1
AAI195,Sinolink Securities (Hong Kong) Company Limited,BEV350,"XIAO Dongyuan, Sofia",肖冬媛,1
AAI195,Sinolink Securities (Hong Kong) Company Limited,BVD840,XIE Fengfeng,謝豐峰,6
AAI195,Sinolink Securities (Hong Kong) Company Limited,BVD842,XING Sichun,幸思春,6
AAI195,Sinolink Securities (Hong Kong) Company Limited,BGX097,ZHANG Jing,張靜,"1,2,4,6,9"
AAI619,South China Research Limited,AAA815,CHEUNG Choi Ngor,張賽娥,4
AAI619,South China Research Limited,AAA747,"WONG Ding Pong, Allan",黃定邦,4
AAI635,South China Capital Limited,AGN592,CHENG Chi Kwong,鄭志光,6
AAI635,South China Capital Limited,AHP749,CHENG Michael Man Cheong,鄭萬昌,6
AAI635,South China Capital Limited,AAA815,CHEUNG Choi Ngor,張賽娥,6
AAI635,South China Capital Limited,AYK447,LEE Wing Yu,李穎妤,6
AAI635,South China Capital Limited,BRK782,LEUNG Hoi Kin,梁海鍵,6
AAI635,South China Capital Limited,AHY120,WONG Patrick,王崇珀,6
AAI641,SPS Investment Services Limited,ACD916,LAU Wai Ming,劉偉明,4
AAI641,SPS Investment Services Limited,AAD425,"POON Cheung Fung, David",潘長風,4
AAJ283,Shacom Futures Limited,AJX991,HUI Cheung Kui,許祥駒,"2,5"
AAJ283,Shacom Futures Limited,BOG745,LAU Ho Man Joey,柳浩文,"2,5"
AAJ283,Shacom Futures Limited,AFQ279,WONG Wai Leung,黃緯量,"2,5"
AAJ283,Shacom Futures Limited,ADT688,"YUEN Chiu Wing, Felix",袁超榮,"2,5"
AAM944,Standard Chartered Trustee (Hong Kong) Limited,BUK541,CHENG Lai Ching,鄭麗貞,13
AAM944,Standard Chartered Trustee (Hong Kong) Limited,BUK542,KELLAWAY Simon Mark,,13
AAM944,Standard Chartered Trustee (Hong Kong) Limited,BUK543,MENGAL Pierre Georges Joseph,,13
AAO147,Sumitomo Mitsui Trust (Hong Kong) Limited,AQI127,CHAN Chi Pang,陳志鵬,"1,4,9"
AAO147,Sumitomo Mitsui Trust (Hong Kong) Limited,BAF166,CHEUNG Sau Yu Dera,張秀茹,"1,3,4,9"
AAO147,Sumitomo Mitsui Trust (Hong Kong) Limited,BRO883,HONG Yunfan,洪云帆,"1,3,4,9"
AAO147,Sumitomo Mitsui Trust (Hong Kong) Limited,BOI743,HUNG Wing Kai David,洪永佳,"1,4,9"
AAO147,Sumitomo Mitsui Trust (Hong Kong) Limited,BOI754,KWOK Wai Kwong,郭偉光,"1,4,9"
AAO147,Sumitomo Mitsui Trust (Hong Kong) Limited,AQQ629,LEE Yuk Man,李育文,4
AAO147,Sumitomo Mitsui Trust (Hong Kong) Limited,ARW188,"LUI Hong Tat, Henry",雷康達,"1,4,9"
AAO147,Sumitomo Mitsui Trust (Hong Kong) Limited,BSI776,ONO Yuji,大野有二,"1,3,4,9"
AAO147,Sumitomo Mitsui Trust (Hong Kong) Limited,BOE367,POON See Man Simon,潘士文,"1,4,9"
AAO147,Sumitomo Mitsui Trust (Hong Kong) Limited,BBZ941,TABATA Tetsuya,田端哲也,"1,3,4,9"
AAO147,Sumitomo Mitsui Trust (Hong Kong) Limited,BTK183,TATEWAKI Kazuhiro,,4
AAV439,St. James's Place (Hong Kong) Limited,AHP447,HENNECKE Martin Wolfgang,,"1,4,9"
AAV439,St. James's Place (Hong Kong) Limited,BEZ154,PROUDLOCK Timothy Laurence,彭樂添,"1,4,9"
AAV439,St. James's Place (Hong Kong) Limited,AQC490,WICKHAM Oliver Jeremy,,"1,4,9"
AAW287,S W Woo And Company Limited,AEI605,"WOO CHANG Sau Wei, Anissa",胡張秀慧,1
AAW287,S W Woo And Company Limited,AAI371,WOO Sau Wing,胡壽榮,1
AAZ149,Southwest Securities (HK) Futures Limited,AOB604,"TONG Shing, Johnson",唐誠,2
ABC209,Shenwan Hongyuan Capital (H.K.) Limited,BFY640,CHEN Cheng,陳誠,"1,4,6"
ABC209,Shenwan Hongyuan Capital (H.K.) Limited,AWC885,LEE Siu San Rocky,李少燊,"1,4,6"
ABC209,Shenwan Hongyuan Capital (H.K.) Limited,ALF251,"LEUNG Kwok Kit, Donald",梁國傑,"1,4,6"
ABC209,Shenwan Hongyuan Capital (H.K.) Limited,BCF504,LI Huan,李煥,"1,6"
ABC209,Shenwan Hongyuan Capital (H.K.) Limited,AUN103,LI Sung Tat,李崇達,1
ABC209,Shenwan Hongyuan Capital (H.K.) Limited,BIN429,LIANG Jun,梁鈞,"1,4,6"
ABC209,Shenwan Hongyuan Capital (H.K.) Limited,BBH921,QIN Xuan,秦炫,"1,6"
ABC209,Shenwan Hongyuan Capital (H.K.) Limited,AGG695,"TSE King Fai, Philip",謝景暉,"1,4,6"
ABC209,Shenwan Hongyuan Capital (H.K.) Limited,BDE131,YIN Ruihan,尹蕤菡,"1,4,6"
ABC209,Shenwan Hongyuan Capital (H.K.) Limited,BRX822,YU Lili,俞力黎,"1,4,6"
